B00, 0
B01, 0
B02, 0
B03, 0
B04, 0
B05, 0
B06, 0
B07, 0
B08, 0
B09, 0
B10, 0
B11, 0
B12, 0
B13, 2
B13, Trade, 110.850, 134, S01, B13, 1
B28, Trade, 284.350, 165, B28, S02, 1
B28, Trade, 290.350, 158, B28, S01, 1
B28, Trade, 294.633, 166, B28, S08, 1
B29, 18
B29, Trade, 10.133, 106, B29, S00, 1
B29, Trade, 26.983, 170, S19, B29, 1
B29, Trade, 39.333, 176, B29, S01, 1
B29, Trade, 47.867, 166, S14, B29, 1
B29, Trade, 65.133, 165, S17, B29, 1
B29, Trade, 72.333, 185, B29, S13, 1
B29, Trade, 84.583, 190, B29, S13, 1
B29, Trade, 89.283, 182, S05, B29, 1
B29, Trade, 103.217, 174, B29, S12, 1
B29, Trade, 109.500, 182, S24, B29, 1
B29, Trade, 113.100, 148, S13, B29, 1
B29, Trade, 134.117, 190, S02, B29, 1
B29, Trade, 142.300, 165, B29, S08, 1
B29, Trade, 160.717, 178, S13, B29, 1
B29, Trade, 190.733, 158, B29, S14, 1
B29, Trade, 214.767, 189, B29, S14, 1
B29, Trade, 242.917, 174, B29, S01, 1
B29, Trade, 257.750, 179, S05, B29, 1
S00, 42
S00, Trade, 6.967, 157, B28, S00, 1
S00, Trade, 10.133, 106, B29, S00, 1
S00, Trade, 17.200, 156, B21, S00, 1
S00, Trade, 26.100, 167, B22, S00, 1
S00, Trade, 31.850, 166, S00, B22, 1
S00, Trade, 37.533, 172, B21, S00, 1
S00, Trade, 42.017, 157, B27, S00, 1
S00, Trade, 51.517, 179, B28, S00, 1
S00, Trade, 61.767, 165, B26, S00, 1
S00, Trade, 66.083, 153, B22, S00, 1
S00, Trade, 73.100, 176, B23, S00, 1
S00, Trade, 76.100, 153, B23, S00, 1
S00, Trade, 80.650, 127, S00, B22, 1
S00, Trade, 88.050, 161, B27, S00, 1
S00, Trade, 112.050, 158, B28, S00, 1
S00, Trade, 117.467, 152, B28, S00, 1
S00, Trade, 127.450, 146, B19, S00, 1
S00, Trade, 132.950, 142, B16, S00, 1
S00, Trade, 138.783, 165, B22, S00, 1
S00, Trade, 142.117, 165, B19, S00, 1
S00, Trade, 147.533, 152, S00, B16, 1
S00, Trade, 157.367, 161, B28, S00, 1
S00, Trade, 163.717, 160, B19, S00, 1
S00, Trade, 168.183, 170, B28, S00, 1
S00, Trade, 180.167, 169, B22, S00, 1
S00, Trade, 186.350, 154, B21, S00, 1
S00, Trade, 191.250, 169, B21, S00, 1
S00, Trade, 197.450, 178, B25, S00, 1
S00, Trade, 206.900, 141, B13, S00, 1
S00, Trade, 215.383, 186, B28, S00, 1
S00, Trade, 218.383, 158, B19, S00, 1
S00, Trade, 224.117, 151, B27, S00, 1
S00, Trade, 226.667, 173, B25, S00, 1
S00, Trade, 238.000, 167, B27, S00, 1
S00, Trade, 243.817, 164, B19, S00, 1
S00, Trade, 246.300, 171, B21, S00, 1
S00, Trade, 253.650, 144, B28, S00, 1
S00, Trade, 257.533, 161, B19, S00, 1
S00, Trade, 266.883, 158, B19, S00, 1
S00, Trade, 272.267, 155, B17, S00, 1
S00, Trade, 281.317, 162, S00, B20, 1
S00, Trade, 287.333, 158, B19, S00, 1
S01, 39
S01, Trade, 6.217, 158, B27, S01, 1
S01, Trade, 11.267, 164, B19, S01, 1
S01, Trade, 22.150, 174, S01, B23, 1
S01, Trade, 29.367, 164, B28, S01, 1
S01, Trade, 32.333, 172, B21, S01, 1
S01, Trade, 39.333, 176, B29, S01, 1
S01, Trade, 41.333, 160, B19, S01, 1
S01, Trade, 53.717, 165, B21, S01, 1
S01, Trade, 63.833, 161, B27, S01, 1
S01, Trade, 68.750, 153, B16, S01, 1
S01, Trade, 72.367, 182, B28, S01, 1
S01, Trade, 76.517, 157, B21, S01, 1
S01, Trade, 86.383, 168, B25, S01, 1
S01, Trade, 93.583, 165, B22, S01, 1
S01, Trade, 101.900, 154, B20, S01, 1
S01, Trade, 106.783, 163, S01, B23, 1
S01, Trade, 110.850, 134, S01, B13, 1
S01, Trade, 119.550, 156, B19, S01, 1
S01, Trade, 126.533, 146, B17, S01, 1
S01, Trade, 132.517, 162, B28, S01, 1
S01, Trade, 136.783, 166, B26, S01, 1
S01, Trade, 142.067, 179, S01, B25, 1
S01, Trade, 146.167, 135, B18, S01, 1
S01, Trade, 151.700, 151, B17, S01, 1
S01, Trade, 156.333, 140, B16, S01, 1
S01, Trade, 176.367, 165, B19, S01, 1
S01, Trade, 213.150, 165, B19, S01, 1
S01, Trade, 217.333, 166, S01, B23, 1
S01, Trade, 221.367, 163, B21, S01, 1
S01, Trade, 229.783, 157, B27, S01, 1
S01, Trade, 232.533, 163, B19, S01, 1
S01, Trade, 242.917, 174, B29, S01, 1
S01, Trade, 248.750, 143, B28, S01, 1
S01, Trade, 264.833, 173, B22, S01, 1
S01, Trade, 267.517, 163, B22, S01, 1
S01, Trade, 272.317, 146, B21, S01, 1
S01, Trade, 276.500, 153, S01, B25, 1
S01, Trade, 290.350, 158, B28, S01, 1
S01, Trade, 294.100, 171, B21, S01, 1
S02, 17
S02, Trade, 7.033, 163, S02, B19, 1
S02, Trade, 16.383, 162, B27, S02, 1
S02, Trade, 24.033, 158, B25, S02, 1
S02, Trade, 38.967, 166, B22, S02, 1
S02, Trade, 68.767, 150, B28, S02, 1
S02, Trade, 88.167, 159, B28, S02, 1
S02, Trade, 94.367, 157, B28, S02, 1
S02, Trade, 98.867, 171, B21, S02, 1
S02, Trade, 107.167, 144, B22, S02, 1
S02, Trade, 116.133, 136, B16, S02, 1
S02, Trade, 123.733, 164, B25, S02, 1
S02, Trade, 134.117, 190, S02, B29, 1
S02, Trade, 162.633, 178, B23, S02, 1
S02, Trade, 207.350, 164, B19, S02, 1
S02, Trade, 220.583, 163, B28, S02, 1
S02, Trade, 284.350, 165, B28, S02, 1
S02, Trade, 298.333, 164, B27, S02, 1
S03, 14
S03, Trade, 6.100, 159, B24, S03, 1
S03, Trade, 28.767, 163, B21, S03, 1
S03, Trade, 57.817, 183, S03, B25, 1
S03, Trade, 71.383, 168, B25, S03, 1
S03, Trade, 88.800, 151, B21, S03, 1
S03, Trade, 91.683, 156, B17, S03, 1
S03, Trade, 102.583, 160, B19, S03, 1
S03, Trade, 112.117, 155, B27, S03, 1
S03, Trade, 131.833, 142, B17, S03, 1
S03, Trade, 147.067, 162, S03, B25, 1
S03, Trade, 184.050, 159, B22, S03, 1
S03, Trade, 223.950, 161, S03, B25, 1
S03, Trade, 255.883, 152, B25, S03, 1
S03, Trade, 262.500, 168, B21, S03, 1
S04, 5
S04, Trade, 37.650, 171, B28, S04, 1
S04, Trade, 104.033, 168, B28, S04, 1
S04, Trade, 113.500, 148, B16, S04, 1
S04, Trade, 134.400, 181, B25, S04, 1
S04, Trade, 216.017, 155, B16, S04, 1
S05, 7
S05, Trade, 7.683, 171, S05, B25, 1
S05, Trade, 16.783, 175, S05, B25, 1
S05, Trade, 89.283, 182, S05, B29, 1
S05, Trade, 119.333, 179, S05, B25, 1
S05, Trade, 257.750, 179, S05, B29, 1
S05, Trade, 276.917, 164, S05, B24, 1
S05, Trade, 287.600, 159, S05, B26, 1
S06, 5
S06, Trade, 67.067, 162, B19, S06, 1
S06, Trade, 111.650, 160, S06, B21, 1
S06, Trade, 139.767, 166, S06, B23, 1
S06, Trade, 208.950, 152, B27, S06, 1
S06, Trade, 228.450, 164, S06, B19, 1
S07, 6
S07, Trade, 8.467, 163, B21, S07, 1
S07, Trade, 143.283, 158, B28, S07, 1
S07, Trade, 157.167, 167, B21, S07, 1
S07, Trade, 163.217, 169, B28, S07, 1
S07, Trade, 230.433, 154, B24, S07, 1
S07, Trade, 262.433, 152, B25, S07, 1
S08, 38
S08, Trade, 5.250, 136, S08, B20, 1
S08, Trade, 20.800, 161, B19, S08, 1
S08, Trade, 26.817, 160, B19, S08, 1
S08, Trade, 35.867, 165, B25, S08, 1
S08, Trade, 42.733, 174, B22, S08, 1
S08, Trade, 45.750, 166, B24, S08, 1
S08, Trade, 52.633, 174, B27, S08, 1
S08, Trade, 59.100, 161, B24, S08, 1
S08, Trade, 73.617, 154, B19, S08, 1
S08, Trade, 79.400, 150, B17, S08, 1
S08, Trade, 85.050, 173, B28, S08, 1
S08, Trade, 85.650, 148, S08, B19, 1
S08, Trade, 94.250, 165, B26, S08, 1
S08, Trade, 106.700, 150, S08, B21, 1
S08, Trade, 111.533, 161, B19, S08, 1
S08, Trade, 121.500, 140, S08, B19, 1
S08, Trade, 132.500, 164, B19, S08, 1
S08, Trade, 142.300, 165, B29, S08, 1
S08, Trade, 151.400, 134, S08, B20, 1
S08, Trade, 158.017, 171, S08, B23, 1
S08, Trade, 168.333, 165, B22, S08, 1
S08, Trade, 173.900, 177, B23, S08, 1
S08, Trade, 182.917, 158, B28, S08, 1
S08, Trade, 187.517, 165, B19, S08, 1
S08, Trade, 199.833, 165, B21, S08, 1
S08, Trade, 204.383, 164, B27, S08, 1
S08, Trade, 211.233, 150, B20, S08, 1
S08, Trade, 229.950, 155, B20, S08, 1
S08, Trade, 242.517, 159, B28, S08, 1
S08, Trade, 246.983, 136, S08, B23, 1
S08, Trade, 260.567, 156, B17, S08, 1
S08, Trade, 262.067, 163, B28, S08, 1
S08, Trade, 272.200, 161, S08, B25, 1
S08, Trade, 277.117, 151, S08, B19, 1
S08, Trade, 283.433, 168, B21, S08, 1
S08, Trade, 289.717, 164, B22, S08, 1
S08, Trade, 294.633, 166, B28, S08, 1
S08, Trade, 298.183, 170, B21, S08, 1
S09, 3
S09, Trade, 9.283, 148, S09, B26, 1
S09, Trade, 248.733, 150, S09, B19, 1
S09, Trade, 295.933, 165, B19, S09, 1
S10, 4
S10, Trade, 57.383, 170, S10, B21, 1
S10, Trade, 80.800, 148, S10, B21, 1
S10, Trade, 148.233, 162, S10, B21, 1
S10, Trade, 212.433, 170, S10, B23, 1
S11, 4
S11, Trade, 63.933, 161, B21, S11, 1
S11, Trade, 103.550, 170, B27, S11, 1
S11, Trade, 114.217, 173, S11, B23, 1
S11, Trade, 275.400, 179, B28, S11, 1
S12, 22
S12, Trade, 14.567, 175, B24, S12, 1
S12, Trade, 17.667, 164, B19, S12, 1
S12, Trade, 20.633, 173, B22, S12, 1
S12, Trade, 27.867, 158, B27, S12, 1
S12, Trade, 33.833, 166, B28, S12, 1
S12, Trade, 36.750, 166, S12, B26, 1
S12, Trade, 65.033, 162, B19, S12, 1
S12, Trade, 70.400, 161, B21, S12, 1
S12, Trade, 78.800, 172, B28, S12, 1
S12, Trade, 103.217, 174, B29, S12, 1
S12, Trade, 116.100, 142, S12, B26, 1
S12, Trade, 137.617, 165, B21, S12, 1
S12, Trade, 152.533, 143, S12, B26, 1
S12, Trade, 166.700, 176, B23, S12, 1
S12, Trade, 191.283, 167, B26, S12, 1
S12, Trade, 208.533, 155, B28, S12, 1
S12, Trade, 212.967, 167, B25, S12, 1
S12, Trade, 222.717, 165, B19, S12, 1
S12, Trade, 233.667, 176, B25, S12, 1
S12, Trade, 239.467, 165, B28, S12, 1
S12, Trade, 258.100, 159, B27, S12, 1
S12, Trade, 279.883, 156, S12, B17, 1
S13, 30
S13, Trade, 5.333, 144, S13, B22, 1
S13, Trade, 13.017, 162, B28, S13, 1
S13, Trade, 23.567, 159, B27, S13, 1
S13, Trade, 27.633, 165, S13, B25, 1
S13, Trade, 36.583, 165, B19, S13, 1
S13, Trade, 57.167, 155, B22, S13, 1
S13, Trade, 65.483, 163, B24, S13, 1
S13, Trade, 72.333, 185, B29, S13, 1
S13, Trade, 76.867, 163, S13, B19, 1
S13, Trade, 84.583, 190, B29, S13, 1
S13, Trade, 91.633, 160, B19, S13, 1
S13, Trade, 113.100, 148, S13, B29, 1
S13, Trade, 117.000, 156, B17, S13, 1
S13, Trade, 122.600, 156, S13, B23, 1
S13, Trade, 143.317, 155, B27, S13, 1
S13, Trade, 153.733, 146, S13, B22, 1
S13, Trade, 160.717, 178, S13, B29, 1
S13, Trade, 172.033, 154, S13, B21, 1
S13, Trade, 178.033, 161, B21, S13, 1
S13, Trade, 181.983, 165, S13, B21, 1
S13, Trade, 189.583, 176, S13, B25, 1
S13, Trade, 203.633, 165, B20, S13, 1
S13, Trade, 213.933, 172, B24, S13, 1
S13, Trade, 217.000, 162, B21, S13, 1
S13, Trade, 231.883, 155, B21, S13, 1
S13, Trade, 240.200, 163, B19, S13, 1
S13, Trade, 241.583, 161, S13, B25, 1
S13, Trade, 255.733, 174, S13, B23, 1
S13, Trade, 257.667, 168, S13, B26, 1
S13, Trade, 286.967, 146, S13, B17, 1
S14, 16
S14, Trade, 47.867, 166, S14, B29, 1
S14, Trade, 99.500, 168, B28, S14, 1
S14, Trade, 100.883, 173, B22, S14, 1
S14, Trade, 118.550, 163, B20, S14, 1
S14, Trade, 138.617, 167, S14, B25, 1
S14, Trade, 148.000, 158, S14, B22, 1
S14, Trade, 151.150, 161, S14, B21, 1
S14, Trade, 182.800, 161, B19, S14, 1
S14, Trade, 190.733, 158, B29, S14, 1
S14, Trade, 214.767, 189, B29, S14, 1
S14, Trade, 227.400, 158, S14, B21, 1
S14, Trade, 235.700, 170, B26, S14, 1
S14, Trade, 254.900, 160, B19, S14, 1
S14, Trade, 272.183, 160, S14, B19, 1
S14, Trade, 278.600, 151, S14, B22, 1
S14, Trade, 288.883, 167, S14, B25, 1
S15, 11
S15, Trade, 90.383, 166, B23, S15, 1
S15, Trade, 105.450, 178, B25, S15, 1
S15, Trade, 129.367, 160, B23, S15, 1
S15, Trade, 155.733, 151, S15, B19, 1
S15, Trade, 160.250, 166, S15, B22, 1
S15, Trade, 170.000, 169, B21, S15, 1
S15, Trade, 206.233, 169, S15, B21, 1
S15, Trade, 223.117, 155, B28, S15, 1
S15, Trade, 227.000, 167, B28, S15, 1
S15, Trade, 235.317, 163, B23, S15, 1
S15, Trade, 238.883, 177, S15, B25, 1
S16, 1
S16, Trade, 69.067, 163, S16, B23, 1
S17, 7
S17, Trade, 40.383, 169, B21, S17, 1
S17, Trade, 65.133, 165, S17, B29, 1
S17, Trade, 144.167, 167, S17, B20, 1
S17, Trade, 173.067, 172, S17, B25, 1
S17, Trade, 217.750, 161, S17, B25, 1
S17, Trade, 234.000, 170, B28, S17, 1
S17, Trade, 250.600, 175, S17, B26, 1
S18, 0
S19, 7
S19, Trade, 26.983, 170, S19, B29, 1
S19, Trade, 162.883, 174, B27, S19, 1
S19, Trade, 188.733, 176, S19, B26, 1
S19, Trade, 197.600, 174, B27, S19, 1
S19, Trade, 204.217, 165, S19, B21, 1
S19, Trade, 269.017, 173, B24, S19, 1
S19, Trade, 283.933, 168, B27, S19, 1
S20, 2
S20, Trade, 51.317, 182, B25, S20, 1
S20, Trade, 78.750, 175, B22, S20, 1
S21, 0
S22, 1
S22, Trade, 207.500, 175, S22, B25, 1
S23, 0
S24, 2
S24, Trade, 109.500, 182, S24, B29, 1
